id,pose_x,pose_y,pose_z,rot_x,rot_y,rot_z,rot_w,command,
0,3.70282,4.70543,0,0,0,0.996249,0.0865365,
1,2.76661,3.87735,0,0,0,0.998187,0.0601858,
2,2.23687,4.77237,0,0,0,0.999264,0.0383707,
3,1.59972,4.12026,0,0,0,0.999899,0.0142147,
4,3.15956,5.28859,0,0,0,0.999973,0.00740671,
5,2.26358,5.27443,0,0,0,0.997183,0.0750111,
6,1.47679,5.31415,0,0,0,0.997777,0.0666427,
7,3.86631,3.94526,0,0,0,0.999049,0.0435966,
8,1.57172,4.81214,0,0,0,0.997698,0.0678073,
9,4.01468,5.20749,0,0,0,0.999326,0.0367103,
10,3.09198,4.73214,0,0,0,0.997413,0.0718821,
